OrderID,Date,CustomerID,ProductID,Quantity,SellingPrice,TotalRevenue,DiscountAmt,ShippingCost,Channel,Status
ORD-002308,14-08-2024,CUST-0645,1139,1,772.67,772.67,121.33,0,Store,Delivered
ORD-002309,10-01-2023,CUST-0770,1198,1,3443.45,3443.45,428.55,0,App,Delivered
ORD-002310,01-09-2024,CUST-0391,1063,1,2332.06,2332.06,124.94,0,App,Delivered
ORD-002311,22-12-2024,CUST-0846,1187,1,2279.42,2279.42,302.58,0,App,Delivered
ORD-002312,17-02-2024,CUST-0323,1182,1,549.56,549.56,67.44,0,App,Returned
ORD-002313,20-10-2024,CUST-0177,1028,1,2912.39,2912.39,375.61,0,App,Delivered
ORD-002314,16-05-2024,CUST-0639,1124,1,2370.45,2370.45,498.55,0,App,Delivered
ORD-002315,23-09-2024,CUST-0473,1096,1,4761.28,4761.28,215.72,0,App,Delivered
ORD-002316,03-02-2023,CUST-0820,1101,2,3608.01,7216.01,1033.99,0,App,Cancelled
ORD-002317,03-07-2023,CUST-0563,1208,2,3023.53,6047.06,762.94,0,Web,Delivered
ORD-002318,15-01-2023,CUST-0157,1233,3,3942.08,11826.25,491.75,0,Web,Delivered
ORD-002318,15-01-2023,CUST-0220,1147,1,4253.3,4253.3,379.7,0,Web,Delivered
ORD-002319,20-01-2023,CUST-0567,1173,2,3585.24,7170.48,87.52,0,Web,Delivered
ORD-002320,17-12-2023,CUST-0239,1082,2,4510.96,9021.92,412.08,0,Web,Delivered
ORD-002321,07-07-2023,CUST-0477,1023,1,793.71,793.71,75.29,0,App,Delivered
ORD-002322,30-07-2024,CUST-0074,1187,1,2202.88,2202.88,379.12,0,App,Cancelled
ORD-002323,30-07-2024,CUST-0124,1192,1,2098.9,2098.9,340.1,0,App,Delivered
ORD-002323,30-07-2024,CUST-0663,1137,1,3107.6,3107.6,434.4,0,App,Delivered
ORD-002324,11-09-2024,CUST-0086,1120,1,4184.42,4184.42,101.58,0,Web,Delivered
ORD-002325,13-06-2023,CUST-0487,1028,1,3096.83,3096.83,191.17,0,Store,Delivered
ORD-002326,30-07-2024,CUST-0535,1214,1,3433.45,3433.45,488.55,0,App,Delivered
ORD-002327,25-06-2023,CUST-0971,1137,1,3199.57,3199.57,342.43,0,App,Delivered
ORD-002328,30-09-2024,CUST-0560,1170,1,2012.91,2012.91,7.09,0,App,Delivered
ORD-002329,05-11-2023,CUST-0418,1024,1,1572.97,1572.97,593.03,0,Web,Delivered
ORD-002330,23-06-2023,CUST-0003,1017,1,2782.76,2782.76,334.24,0,Web,Delivered
ORD-002330,23-06-2023,CUST-0293,1238,1,1563.11,1563.11,39.89,0,Web,Delivered
ORD-002331,03-11-2023,CUST-0920,1020,1,2862.31,2862.31,537.69,0,App,Delivered
ORD-002332,19-08-2023,CUST-0708,1035,1,4163.97,4163.97,698.03,0,Store,Delivered
ORD-002333,08-09-2023,CUST-0033,1130,1,1955.68,1955.68,270.32,0,App,Delivered
ORD-002334,02-03-2023,CUST-0457,1149,2,1109.04,2218.08,77.92,0,Web,Delivered
ORD-002335,04-02-2023,CUST-0858,1087,1,2153.75,2153.75,176.25,0,App,Delivered
ORD-002336,02-08-2023,CUST-0130,1037,1,730.07,730.07,27.93,0,App,Delivered
ORD-002337,17-06-2023,CUST-0681,1077,1,4095.15,4095.15,567.85,0,Web,Returned
ORD-002338,22-10-2024,CUST-0990,1123,1,4054.09,4054.09,686.91,0,App,Delivered
ORD-002339,16-08-2024,CUST-0470,1012,1,1425.89,1425.89,181.11,0,App,Delivered
ORD-002339,16-08-2024,CUST-0701,1146,1,4072.14,4072.14,677.86,0,App,Returned
ORD-002340,22-07-2023,CUST-0090,1014,1,1881.04,1881.04,181.96,0,App,Delivered
ORD-002340,22-07-2023,CUST-0770,1044,1,3586.33,3586.33,471.67,0,App,Delivered
ORD-002341,03-04-2024,CUST-0844,1035,3,4790.68,14372.05,213.95,0,App,Delivered
ORD-002342,23-08-2023,CUST-0655,1113,1,1993.66,1993.66,242.34,0,Store,Delivered
ORD-002342,23-08-2023,CUST-0482,1230,1,4440,4440,103,0,App,Delivered
ORD-002343,28-01-2024,CUST-0013,1217,2,2348,4696,552,0,App,Delivered
ORD-002344,23-08-2023,CUST-0714,1125,1,4105.13,4105.13,99.87,0,App,Delivered
ORD-002344,23-08-2023,CUST-0901,1138,2,2645.14,5290.28,223.72,0,App,Returned
ORD-002345,08-12-2024,CUST-0613,1209,1,1722.43,1722.43,2.57,0,Web,Returned
ORD-002346,13-04-2023,CUST-0285,1062,1,314.37,314.37,11.63,68,App,Delivered
ORD-002347,28-08-2024,CUST-0693,1084,1,3318.52,3318.52,249.48,0,Web,Delivered
ORD-002348,15-05-2023,CUST-0220,1143,1,2584.73,2584.73,574.27,0,Web,Delivered
ORD-002348,15-05-2023,CUST-0550,1210,1,2102.05,2102.05,662.95,0,Web,Delivered
ORD-002349,08-01-2023,CUST-0567,1054,1,3196.91,3196.91,255.09,0,Web,Delivered
ORD-002350,23-07-2023,CUST-0288,1058,2,1097.32,2194.64,281.36,0,App,Delivered
ORD-002351,08-04-2023,CUST-0686,1111,1,4687.46,4687.46,40.54,0,App,Delivered
ORD-002352,19-03-2024,CUST-0256,1033,2,2189.68,4379.35,230.65,0,Web,Delivered
ORD-002353,27-06-2024,CUST-0232,1026,1,1097.96,1097.96,29.04,0,Web,Delivered
ORD-002354,04-05-2024,CUST-0538,1124,1,2574.36,2574.36,294.64,0,App,Delivered
ORD-002354,04-05-2024,CUST-0733,1040,1,1774.01,1774.01,253.99,0,Web,Delivered
ORD-002355,23-11-2023,CUST-0479,1038,1,395.42,395.42,166.58,51,Web,Delivered
ORD-002356,09-01-2023,CUST-0678,1141,1,852.39,852.39,47.61,0,App,Delivered
ORD-002357,04-11-2023,CUST-0883,1221,1,1209.86,1209.86,297.14,0,App,Delivered
ORD-002358,03-04-2023,CUST-0960,1130,1,2171.73,2171.73,54.27,0,App,Delivered
ORD-002359,29-06-2023,CUST-0047,1078,1,1228.3,1228.3,122.7,0,Web,Delivered
ORD-002360,30-03-2024,CUST-0049,1032,1,1700.94,1700.94,0.06,0,Web,Delivered
ORD-002360,30-03-2024,CUST-0954,1216,1,1542.79,1542.79,147.21,0,App,Delivered
ORD-002361,19-10-2023,CUST-0196,1006,1,1029.93,1029.93,37.07,0,App,Delivered
ORD-002362,13-08-2023,CUST-0838,1193,1,2274.07,2274.07,199.93,0,Web,Returned
ORD-002363,06-04-2023,CUST-0307,1100,1,3018.37,3018.37,183.63,0,Store,Returned
ORD-002363,06-04-2023,CUST-0828,1102,2,727,1454,32,0,App,Delivered
ORD-002364,14-02-2024,CUST-0853,1216,1,1584.04,1584.04,105.96,0,App,Delivered
ORD-002365,13-05-2023,CUST-0497,1166,1,2729.48,2729.48,594.52,0,App,Cancelled
ORD-002366,22-08-2023,CUST-0566,1039,1,3358.11,3358.11,227.89,0,App,Delivered
ORD-002367,17-08-2023,CUST-0868,1044,1,3530.05,3530.05,527.95,0,App,Delivered
ORD-002368,24-09-2024,CUST-0913,1171,1,976.7,976.7,165.3,0,Web,Delivered
ORD-002369,03-02-2024,CUST-0356,1080,2,4422.53,8845.07,398.93,0,App,Delivered
ORD-002370,26-04-2024,CUST-0958,1083,1,1841.27,1841.27,105.73,0,Web,Delivered
ORD-002371,08-03-2024,CUST-0990,1204,1,2656.08,2656.08,103.92,0,App,Delivered
ORD-002372,12-10-2023,CUST-0809,1202,2,2790.69,5581.39,426.61,0,App,Delivered
ORD-002373,21-01-2023,CUST-0955,1075,2,874.92,1749.83,140.17,0,App,Delivered
ORD-002374,07-07-2023,CUST-0242,1229,1,1916.16,1916.16,175.84,0,App,Delivered
ORD-002374,07-07-2023,CUST-0814,1104,1,3001.31,3001.31,77.69,0,App,Delivered
ORD-002375,21-07-2023,CUST-0888,1021,1,2597.47,2597.47,103.53,0,App,Delivered
ORD-002376,28-10-2023,CUST-0882,1093,1,850.25,850.25,29.75,0,App,Delivered
ORD-002377,12-02-2023,CUST-0421,1067,1,4325.69,4325.69,132.31,0,App,Delivered
ORD-002378,13-01-2023,CUST-0038,1214,1,3722.62,3722.62,199.38,0,Web,Delivered
ORD-002379,08-05-2024,CUST-0846,1148,1,4292.32,4292.32,550.68,0,Web,Delivered
ORD-002380,09-09-2024,CUST-0754,1105,1,1090.76,1090.76,104.24,0,App,Delivered
ORD-002380,09-09-2024,CUST-0651,1059,1,4483.26,4483.26,214.74,0,Web,Delivered
ORD-002381,28-10-2023,CUST-0600,1089,1,4179.27,4179.27,657.73,0,App,Delivered
ORD-002382,20-01-2024,CUST-0863,1220,1,1869.32,1869.32,270.68,0,App,Delivered
ORD-002382,20-01-2024,CUST-0749,1230,2,3964.39,7928.79,1157.21,0,Web,Returned
ORD-002383,18-02-2024,CUST-0967,1081,2,3221.05,6442.11,1089.89,0,Web,Delivered
ORD-002384,31-03-2023,CUST-0674,1063,2,2181.86,4363.72,550.28,0,App,Delivered
ORD-002385,01-05-2024,CUST-0252,1121,1,2111.74,2111.74,618.26,0,App,Returned
ORD-002386,15-12-2024,CUST-0152,1071,2,2705.85,5411.7,498.3,0,App,Returned
ORD-002387,14-03-2024,CUST-0498,1213,2,2838.53,5677.07,200.93,0,App,Returned
ORD-002387,14-03-2024,CUST-0034,1222,1,2231.95,2231.95,73.05,0,App,Delivered
ORD-002388,23-01-2023,CUST-0232,1132,1,550.8,550.8,74.2,0,App,Delivered
ORD-002389,07-07-2023,CUST-0489,1172,2,4537.6,9075.2,696.8,0,App,Delivered
ORD-002390,17-01-2023,CUST-0093,1090,1,1899.79,1899.79,204.21,0,Web,Delivered
ORD-002391,23-11-2024,CUST-0333,1099,2,824,1648,540,0,App,Delivered
ORD-002392,27-11-2024,CUST-0277,1127,1,3017.64,3017.64,1442.36,0,App,Delivered
ORD-002393,14-02-2024,CUST-0098,1226,2,2022.65,4045.29,550.71,0,Web,Delivered
ORD-002393,14-02-2024,CUST-0772,1149,1,1049.67,1049.67,98.33,0,App,Returned
ORD-002394,26-09-2023,CUST-0021,1030,1,2201.62,2201.62,285.38,0,App,Delivered
ORD-002395,29-03-2024,CUST-0024,1016,1,3316.39,3316.39,95.61,0,Web,Delivered
ORD-002395,29-03-2024,CUST-0091,1054,1,2953.79,2953.79,498.21,0,App,Cancelled
ORD-002396,17-08-2024,CUST-0806,1069,1,1499.09,1499.09,123.91,0,App,Delivered
ORD-002397,03-07-2024,CUST-0055,1174,1,1434.02,1434.02,131.98,0,Web,Delivered
ORD-002398,28-07-2023,CUST-0427,1229,1,2063.62,2063.62,28.38,0,App,Delivered
ORD-002399,12-11-2023,CUST-0463,1122,1,547.77,547.77,231.23,0,App,Returned
ORD-002400,02-07-2024,CUST-0924,1111,1,4038.32,4038.32,689.68,0,Store,Delivered
ORD-002401,06-11-2023,CUST-0608,1208,1,2304.9,2304.9,1100.1,0,App,Returned
ORD-002402,04-03-2024,CUST-0762,1099,3,995.73,2987.2,294.8,0,App,Delivered
ORD-002403,14-07-2023,CUST-0163,1019,1,4264.61,4264.61,427.39,0,App,Delivered
ORD-002403,14-07-2023,CUST-0796,1085,2,2984.89,5969.78,748.22,0,Web,Delivered
ORD-002404,15-12-2024,CUST-0079,1099,2,982.69,1965.38,222.62,0,App,Delivered
ORD-002405,29-02-2024,CUST-0265,1076,2,4277.42,8554.83,7.17,0,App,Delivered
ORD-002406,16-08-2023,CUST-0279,1035,1,4391.46,4391.46,470.54,0,Store,Delivered
ORD-002407,23-02-2023,CUST-0320,1185,1,2082.01,2082.01,81.99,0,App,Delivered
ORD-002408,31-10-2024,CUST-0346,1070,1,4504.88,4504.88,139.12,0,App,Delivered
ORD-002409,05-09-2024,CUST-0517,1076,1,4089.42,4089.42,191.58,0,App,Delivered
ORD-002410,06-10-2024,CUST-0517,1113,1,1934.73,1934.73,301.27,0,App,Delivered
ORD-002411,03-06-2023,CUST-0173,1002,1,2394.22,2394.22,158.78,0,App,Delivered
ORD-002412,03-11-2023,CUST-0382,1223,1,549.58,549.58,346.42,0,App,Cancelled
ORD-002413,03-06-2024,CUST-0439,1114,3,3667.48,11002.44,1831.56,0,App,Delivered
ORD-002414,01-04-2023,CUST-0003,1007,1,4157.36,4157.36,281.64,0,App,Delivered
ORD-002414,01-04-2023,CUST-0986,1099,2,953.11,1906.21,281.79,0,App,Delivered
ORD-002415,16-01-2023,CUST-0138,1146,1,4151.02,4151.02,598.98,0,App,Returned
ORD-002416,29-06-2023,CUST-0287,1039,1,3224.25,3224.25,361.75,0,App,Delivered
ORD-002417,01-09-2024,CUST-0111,1205,1,3294.03,3294.03,350.97,0,Web,Delivered
ORD-002418,11-05-2024,CUST-0776,1083,1,1749.1,1749.1,197.9,0,Store,Delivered
ORD-002419,27-05-2023,CUST-0497,1129,1,722.39,722.39,133.61,0,App,Cancelled
ORD-002420,09-06-2023,CUST-0530,1199,1,4534.33,4534.33,175.67,0,App,Returned
ORD-002421,19-02-2024,CUST-0550,1009,2,4721.98,9443.96,84.04,0,App,Delivered
ORD-002422,16-05-2023,CUST-0006,1049,1,1209,1209,224,0,App,Delivered
ORD-002423,13-02-2023,CUST-0296,1126,1,4117.04,4117.04,532.96,0,App,Delivered
ORD-002424,26-03-2024,CUST-0362,1234,1,4674.31,4674.31,203.69,0,App,Returned
ORD-002425,19-12-2024,CUST-0185,1210,2,2553.47,5106.94,423.06,0,Web,Returned
ORD-002426,07-04-2024,CUST-0207,1224,1,1787.15,1787.15,104.85,0,App,Delivered
ORD-002427,22-07-2023,CUST-0682,1209,1,1715.05,1715.05,9.95,0,Web,Delivered
ORD-002428,25-06-2024,CUST-0704,1019,1,4600.97,4600.97,91.03,0,App,Delivered
ORD-002429,13-11-2024,CUST-0458,1025,1,798.02,798.02,154.98,0,App,Delivered
ORD-002430,19-06-2023,CUST-0967,1232,1,1269,1269,25,0,Store,Delivered
ORD-002431,05-08-2024,CUST-0363,1069,1,1405.71,1405.71,217.29,0,Store,Delivered
ORD-002432,07-09-2024,CUST-0438,1164,1,1049.14,1049.14,166.86,0,App,Delivered
ORD-002433,09-08-2023,CUST-0630,1093,1,816.98,816.98,63.02,0,App,Delivered
ORD-002434,22-05-2024,CUST-0390,1024,1,1651.67,1651.67,514.33,0,App,Delivered
ORD-002435,21-06-2024,CUST-0995,1231,1,4233.23,4233.23,632.77,0,App,Delivered
ORD-002436,02-12-2023,CUST-0695,1221,1,1464.14,1464.14,42.86,0,Store,Delivered
ORD-002437,17-02-2024,CUST-0678,1091,1,774.2,774.2,7.8,0,App,Delivered
ORD-002437,17-02-2024,CUST-0032,1193,1,2325.97,2325.97,148.03,0,Store,Delivered
ORD-002438,09-11-2023,CUST-0217,1213,1,1871.48,1871.48,1067.52,0,App,Delivered
ORD-002439,11-08-2023,CUST-0125,1117,1,3226.95,3226.95,271.05,0,Store,Delivered
ORD-002440,10-07-2024,CUST-0064,1189,1,4061.78,4061.78,411.22,0,App,Delivered
ORD-002441,01-11-2023,CUST-0290,1193,1,1521.62,1521.62,952.38,0,App,Returned
ORD-002441,01-11-2023,CUST-0261,1181,3,814.99,2444.98,1110.02,0,App,Returned
ORD-002442,26-08-2023,CUST-0390,1056,2,4112.04,8224.07,1439.93,0,App,Delivered
ORD-002442,26-08-2023,CUST-0966,1026,2,1032.55,2065.1,188.9,0,Store,Delivered
ORD-002443,12-07-2024,CUST-0774,1140,3,4886.98,14660.95,75.05,0,App,Delivered
ORD-002444,05-01-2023,CUST-0688,1216,1,1627.64,1627.64,62.36,0,App,Delivered
ORD-002444,05-01-2023,CUST-0783,1169,1,576.59,576.59,49.41,0,App,Delivered
ORD-002445,29-10-2024,CUST-0158,1217,1,2320.44,2320.44,303.56,0,App,Cancelled
ORD-002446,11-11-2023,CUST-0759,1215,1,3630.69,3630.69,856.31,0,App,Returned
ORD-002447,07-11-2024,CUST-0987,1077,2,3850.55,7701.1,1624.9,0,App,Delivered
ORD-002448,23-06-2023,CUST-0095,1135,3,2308.25,6924.76,383.24,0,App,Returned
ORD-002448,23-06-2023,CUST-0024,1171,1,976.52,976.52,165.48,0,App,Returned
ORD-002449,20-08-2024,CUST-0430,1159,1,641.34,641.34,19.66,0,App,Delivered
ORD-002450,02-11-2023,CUST-0204,1182,2,393.06,786.12,447.88,0,App,Delivered
ORD-002451,15-09-2024,CUST-0253,1172,1,4569.94,4569.94,316.06,0,App,Delivered
ORD-002451,15-09-2024,CUST-0241,1098,1,3511.08,3511.08,122.92,0,Web,Delivered
ORD-002452,09-12-2024,CUST-0118,1218,1,3010.19,3010.19,34.81,0,App,Delivered
ORD-002453,04-02-2023,CUST-0508,1046,1,4271.06,4271.06,626.94,0,App,Delivered
ORD-002454,04-11-2024,CUST-0962,1077,1,3558.9,3558.9,1104.1,0,Store,Delivered
ORD-002454,04-11-2024,CUST-0183,1098,1,2349.43,2349.43,1284.57,0,App,Delivered
ORD-002455,21-12-2023,CUST-0030,1034,1,3031.45,3031.45,376.55,0,App,Delivered
ORD-002456,05-10-2023,CUST-0300,1075,1,850.16,850.16,94.84,0,Store,Delivered
ORD-002457,18-02-2023,CUST-0958,1138,2,2755.89,5511.77,2.23,0,Web,Delivered
ORD-002458,13-01-2023,CUST-0764,1063,1,2342.1,2342.1,114.9,0,Store,Delivered
ORD-002459,12-09-2023,CUST-0751,1233,1,3769.76,3769.76,336.24,0,App,Returned
ORD-002460,03-08-2023,CUST-0210,1139,1,872.5,872.5,21.5,0,App,Delivered
ORD-002461,16-01-2024,CUST-0953,1184,1,3826.2,3826.2,243.8,0,App,Delivered
ORD-002462,22-01-2023,CUST-0680,1027,1,4006.51,4006.51,7.49,0,App,Delivered
ORD-002463,03-04-2023,CUST-0691,1234,1,4371.63,4371.63,506.37,0,App,Delivered
ORD-002464,31-08-2023,CUST-0385,1095,1,1993.32,1993.32,61.68,0,App,Delivered
ORD-002465,27-09-2023,CUST-0906,1106,1,1716.64,1716.64,141.36,0,App,Delivered
ORD-002466,13-02-2023,CUST-0109,1047,3,3489.96,10469.89,957.11,0,App,Delivered
ORD-002467,26-11-2024,CUST-0278,1009,1,3316.78,3316.78,1447.22,0,App,Delivered
ORD-002468,16-10-2023,CUST-0378,1180,1,2262.15,2262.15,69.85,0,App,Delivered
ORD-002469,13-04-2023,CUST-0424,1100,1,2936.13,2936.13,265.87,0,Web,Delivered
ORD-002469,13-04-2023,CUST-0912,1043,1,3955.71,3955.71,433.29,0,App,Delivered
ORD-002470,10-04-2024,CUST-0923,1100,1,3125.66,3125.66,76.34,0,Store,Returned
ORD-002471,25-11-2024,CUST-0716,1152,1,1229.84,1229.84,343.16,0,Web,Delivered
ORD-002471,25-11-2024,CUST-0115,1226,3,1920.72,5762.17,1131.83,0,Web,Delivered
ORD-002472,17-10-2024,CUST-0129,1015,1,2712.76,2712.76,344.24,0,Web,Delivered
ORD-002473,09-08-2024,CUST-0952,1037,1,727.04,727.04,30.96,0,App,Delivered
ORD-002474,22-02-2024,CUST-0115,1006,1,1027.28,1027.28,39.72,0,Store,Delivered
ORD-002475,08-01-2024,CUST-0018,1170,1,1793.04,1793.04,226.96,0,App,Returned
ORD-002476,18-01-2024,CUST-0582,1023,1,810.55,810.55,58.45,0,App,Delivered
ORD-002477,05-12-2023,CUST-0989,1134,1,4755.11,4755.11,174.89,0,Web,Delivered
ORD-002478,15-01-2024,CUST-0301,1216,1,1465.12,1465.12,224.88,0,App,Returned
ORD-002478,15-01-2024,CUST-0726,1007,1,4076.1,4076.1,362.9,0,App,Delivered
ORD-002479,29-08-2024,CUST-0852,1213,1,2583.9,2583.9,355.1,0,App,Cancelled
ORD-002480,24-01-2023,CUST-0821,1036,1,2650.69,2650.69,305.31,0,App,Delivered
ORD-002481,23-04-2024,CUST-0419,1020,1,2962.69,2962.69,437.31,0,Store,Delivered
ORD-002482,12-02-2023,CUST-0781,1131,1,4645.41,4645.41,320.59,0,App,Returned
ORD-002482,12-02-2023,CUST-0126,1031,2,818.63,1637.26,130.74,0,Web,Delivered
ORD-002483,07-10-2024,CUST-0321,1029,1,3056.39,3056.39,153.61,0,App,Delivered
ORD-002484,20-10-2023,CUST-0501,1108,1,2545.94,2545.94,35.06,0,App,Delivered
ORD-002485,15-07-2024,CUST-0831,1217,1,2486.09,2486.09,137.91,0,Web,Returned
ORD-002486,05-12-2023,CUST-0461,1207,1,1627.69,1627.69,243.31,0,App,Delivered
ORD-002487,20-05-2024,CUST-0870,1105,1,950.13,950.13,244.87,0,Web,Delivered
ORD-002488,16-04-2023,CUST-0587,1150,2,1334.98,2669.97,130.03,0,App,Delivered
ORD-002489,17-10-2024,CUST-0409,1108,1,2224.24,2224.24,356.76,0,Web,Returned
ORD-002490,06-03-2023,CUST-0383,1184,1,4026.65,4026.65,43.35,0,App,Delivered
ORD-002491,24-08-2023,CUST-0762,1143,1,3116.27,3116.27,42.73,0,App,Delivered
ORD-002492,22-12-2023,CUST-0428,1025,1,899.62,899.62,53.38,0,App,Delivered
ORD-002493,27-08-2024,CUST-0687,1162,1,3763.02,3763.02,155.98,0,Web,Delivered
ORD-002494,10-01-2024,CUST-0079,1141,1,856.82,856.82,43.18,0,App,Delivered
ORD-002495,23-11-2023,CUST-0526,1067,1,2748.83,2748.83,1709.17,0,App,Delivered
ORD-002496,12-08-2024,CUST-0305,1213,1,2611.19,2611.19,327.81,0,App,Delivered
ORD-002497,15-03-2024,CUST-0418,1187,2,2367.54,4735.08,428.92,0,App,Returned
ORD-002498,28-09-2023,CUST-0675,1127,1,4195.08,4195.08,264.92,0,App,Delivered
ORD-002499,10-07-2023,CUST-0683,1120,3,3839.79,11519.36,1338.64,0,App,Delivered
ORD-002500,29-09-2023,CUST-0423,1072,1,1098.83,1098.83,117.17,0,App,Delivered
ORD-002501,18-03-2024,CUST-0784,1064,1,1538.14,1538.14,224.86,0,App,Delivered
ORD-002502,06-08-2023,CUST-0167,1148,1,4432.18,4432.18,410.82,0,App,Delivered
ORD-002503,28-07-2024,CUST-0673,1153,1,1793.21,1793.21,231.79,0,Web,Delivered
ORD-002504,16-04-2024,CUST-0884,1153,2,1826.73,3653.46,396.54,0,Store,Delivered
ORD-002505,28-09-2024,CUST-0705,1124,1,2558.75,2558.75,310.25,0,App,Delivered
ORD-002506,02-09-2023,CUST-0423,1006,1,1051.97,1051.97,15.03,0,App,Cancelled
ORD-002507,13-07-2023,CUST-0083,1205,1,3362.73,3362.73,282.27,0,App,Delivered
ORD-002508,06-11-2024,CUST-0234,1199,1,3827.64,3827.64,882.36,0,App,Delivered
ORD-002508,06-11-2024,CUST-0871,1235,2,2490.4,4980.79,2869.21,0,App,Delivered
ORD-002509,03-02-2024,CUST-0183,1095,2,1955.25,3910.5,199.5,0,App,Delivered
ORD-002509,03-02-2024,CUST-0977,1102,1,718.35,718.35,24.65,0,App,Returned
ORD-002510,19-10-2023,CUST-0935,1150,1,1367.51,1367.51,32.49,0,App,Delivered
ORD-002511,04-06-2023,CUST-0658,1072,1,1130.74,1130.74,85.26,0,App,Delivered
ORD-002512,02-06-2024,CUST-0619,1018,1,615.85,615.85,39.15,0,App,Delivered
ORD-002513,29-03-2024,CUST-0376,1141,1,892.93,892.93,7.07,0,App,Delivered
ORD-002513,29-03-2024,CUST-0699,1234,1,4509.65,4509.65,368.35,0,App,Delivered
ORD-002514,08-02-2023,CUST-0205,1191,1,502.53,502.53,23.47,0,App,Returned
ORD-002515,22-11-2024,CUST-0269,1128,1,1192.73,1192.73,629.27,0,App,Delivered
ORD-002516,22-05-2023,CUST-0636,1019,2,3630.3,7260.6,2123.4,0,Web,Delivered
ORD-002517,08-09-2023,CUST-0071,1124,1,2650.23,2650.23,218.77,0,Web,Delivered
ORD-002518,18-02-2024,CUST-0194,1100,1,2747.7,2747.7,454.3,0,App,Delivered
ORD-002519,19-11-2023,CUST-0390,1048,1,2848.89,2848.89,722.11,0,App,Delivered
ORD-002520,07-08-2024,CUST-0594,1068,1,1356.76,1356.76,195.24,0,App,Delivered
ORD-002521,21-03-2023,CUST-0562,1143,2,2919.19,5838.38,479.62,0,Web,Returned
ORD-002522,18-11-2023,CUST-0390,1220,1,1443.32,1443.32,696.68,0,App,Delivered
ORD-002522,18-11-2023,CUST-0686,1074,2,1763.51,3527.02,1018.98,0,Store,Delivered
ORD-002523,21-09-2023,CUST-0845,1234,1,4804.21,4804.21,73.79,0,Store,Delivered
ORD-002524,30-06-2024,CUST-0963,1059,1,4087.01,4087.01,610.99,0,App,Delivered
ORD-002525,14-12-2023,CUST-0517,1131,1,4444.72,4444.72,521.28,0,Web,Returned
ORD-002526,17-06-2023,CUST-0371,1077,1,4249.22,4249.22,413.78,0,Store,Delivered
ORD-002527,04-11-2023,CUST-0785,1010,2,2748.52,5497.04,2460.96,0,Web,Delivered
ORD-002527,04-11-2023,CUST-0679,1054,1,2878.78,2878.78,573.22,0,App,Delivered
ORD-002528,12-05-2023,CUST-0700,1196,1,3672.43,3672.43,816.57,0,App,Delivered
ORD-002529,25-10-2023,CUST-0499,1110,1,4530.76,4530.76,277.24,0,App,Delivered
ORD-002529,25-10-2023,CUST-0091,1102,1,671.4,671.4,71.6,0,Store,Delivered
ORD-002530,05-09-2024,CUST-0380,1170,2,1937.88,3875.76,164.24,0,App,Returned
ORD-002531,04-12-2024,CUST-0206,1043,1,3878.75,3878.75,510.25,0,App,Delivered
ORD-002532,04-01-2023,CUST-0204,1016,2,3184.36,6368.73,455.27,0,App,Delivered
ORD-002533,10-07-2024,CUST-0700,1193,2,2319.18,4638.37,309.63,0,App,Delivered
ORD-002533,10-07-2024,CUST-0610,1194,1,3337.53,3337.53,521.47,0,App,Delivered
ORD-002534,12-10-2023,CUST-0498,1219,1,2049.61,2049.61,174.39,0,Web,Delivered
ORD-002535,20-05-2024,CUST-0274,1160,3,1198.5,3595.49,517.51,0,App,Delivered
ORD-002536,31-01-2024,CUST-0849,1202,1,2649.42,2649.42,354.58,0,App,Delivered
ORD-002537,30-11-2024,CUST-0016,1202,1,2266.06,2266.06,737.94,0,App,Delivered
ORD-002537,30-11-2024,CUST-0728,1111,1,3661.2,3661.2,1066.8,0,App,Delivered
ORD-002538,31-10-2023,CUST-0185,1068,2,1358.03,2716.07,387.93,0,App,Delivered
ORD-002538,31-10-2023,CUST-0262,1203,1,1218.51,1218.51,101.49,0,App,Returned
ORD-002539,12-02-2023,CUST-0840,1027,1,3436.99,3436.99,577.01,0,App,Delivered
ORD-002540,02-10-2023,CUST-0291,1166,1,3003.41,3003.41,320.59,0,App,Returned
ORD-002541,19-02-2023,CUST-0713,1009,1,4604.4,4604.4,159.6,0,App,Delivered
ORD-002542,12-03-2023,CUST-0322,1045,1,1440.38,1440.38,2.62,0,Web,Delivered
ORD-002543,02-05-2024,CUST-0815,1161,2,1863.35,3726.7,1163.3,0,App,Delivered
ORD-002544,07-10-2023,CUST-0677,1131,1,4765.83,4765.83,200.17,0,App,Returned
ORD-002545,14-01-2023,CUST-0211,1174,2,1457,2913.99,218.01,0,Web,Delivered
ORD-002546,18-05-2024,CUST-0077,1112,1,800.61,800.61,263.39,0,App,Delivered
ORD-002547,17-08-2023,CUST-0718,1116,1,1428.42,1428.42,219.58,0,App,Delivered
ORD-002548,24-05-2023,CUST-0594,1090,1,1840.39,1840.39,263.61,0,App,Delivered
ORD-002549,15-02-2023,CUST-0697,1150,3,1325.71,3977.12,222.88,0,App,Delivered
ORD-002550,17-06-2024,CUST-0514,1209,2,1720.46,3440.91,9.09,0,App,Returned
ORD-002551,09-04-2023,CUST-0035,1197,1,1728.91,1728.91,128.09,0,App,Delivered
ORD-002552,10-01-2024,CUST-0694,1036,1,2819.09,2819.09,136.91,0,App,Delivered
ORD-002553,04-12-2024,CUST-0532,1078,1,1350.25,1350.25,0.75,0,Web,Delivered
